exercise_id,exercise_name,body_part,equipment,primary_muscle,secondary_muscles,movement_pattern,tracking_supported,instructions,gif_url
1293,weighted muscle up,back,weighted,lats,"biceps, triceps, shoulders, chest",other,no,"start by hanging from a pull-up bar with your palms facing away from you and your hands slightly wider than shoulder-width apart. engage your core and pull your body up towards the bar, leading with your chest. as you reach the top of the movement, transition your grip so that your palms are facing towards you. continue pulling yourself up until your chest reaches the bar, then pause for a moment. slowly lower yourself back down to the starting position, maintaining control throughout the movement. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/dtoWCggnicJJ7J
1294,weighted muscle up (on bar),back,weighted,lats,"biceps, triceps, shoulders, forearms",other,no,"start by hanging from a pull-up bar with your palms facing away from you and your hands slightly wider than shoulder-width apart. engage your core and pull your shoulder blades down and back. bend your elbows and pull your chest towards the bar, keeping your body straight. once your chest reaches the bar, push down with your hands and drive your elbows back, lifting your body above the bar. pause at the top of the movement, then slowly lower yourself back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/IPG2VufiEtv7C9
1295,weighted one hand pull up,back,weighted,lats,"biceps, forearms",other,no,"grab the pull-up bar with an overhand grip, slightly wider than shoulder-width apart. hang from the bar with your arm fully extended and your body straight. engage your core and pull your body up towards the bar by bending your elbow and squeezing your back muscles. continue pulling until your chin is above the bar. lower your body back down to the starting position with control. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/vQgvpR2nj2kXHd
1296,weighted overhead crunch (on stability ball),waist,weighted,abs,"obliques, lower back",other,no,"sit on a stability ball with your feet flat on the ground and your knees bent at a 90-degree angle. hold a weight plate or dumbbell with both hands and extend your arms overhead. engage your abs and slowly curl your torso forward, bringing your chest towards your knees. pause for a moment at the top, then slowly lower your torso back to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/9svUkpq8xia7Wh
1297,weighted pull-up,back,weighted,lats,"biceps, forearms",other,no,"grab the pull-up bar with an overhand grip, slightly wider than shoulder-width apart. hang from the bar with your arms fully extended and your body straight. engage your back muscles and pull your body up towards the bar, keeping your elbows close to your body. continue pulling until your chin is above the bar. pause for a moment at the top, then slowly lower your body back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/gy4QccubZOMGVi
1298,weighted round arm,shoulders,weighted,delts,"triceps, upper back",other,no,"stand with your feet shoulder-width apart and hold a dumbbell in each hand. bend your knees slightly and hinge forward at the hips, keeping your back straight. raise your arms out to the sides, keeping a slight bend in your elbows. continue lifting your arms until they are parallel to the ground. pause for a moment at the top, then slowly lower your arms back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/9Ji24CuV1nPhRx
1299,weighted russian twist,waist,weighted,abs,"obliques, lower back",other,no,"sit on the ground with your knees bent and your feet flat on the floor. hold a weight or medicine ball with both hands in front of your chest. lean back slightly, keeping your back straight and your core engaged. slowly twist your torso to the right, bringing the weight or medicine ball towards the floor on your right side. pause for a moment, then twist your torso to the left, bringing the weight or medicine ball towards the floor on your left side. continue alternating sides for the desired number of repetitions.",https://v2.exercisedb.io/image/nOqGZegTnUtMo7
1300,weighted russian twist (legs up),waist,weighted,abs,"obliques, hip flexors",other,no,"sit on the ground with your knees bent and feet lifted off the ground, keeping your legs together. hold the weight with both hands in front of your chest, keeping your elbows slightly bent. lean back slightly to engage your core muscles. twist your torso to the right, bringing the weight towards the ground on your right side. pause for a moment, then twist your torso to the left, bringing the weight towards the ground on your left side. continue alternating sides for the desired number of repetitions.",https://v2.exercisedb.io/image/Adh6awPs6sAdqi
1301,weighted russian twist v. 2,waist,weighted,abs,"obliques, lower back",other,no,"sit on the ground with your knees bent and feet flat on the floor. hold the weight with both hands in front of your chest. lean back slightly to engage your core muscles. twist your torso to the right, bringing the weight towards the right side of your body. pause for a moment, then twist your torso to the left, bringing the weight towards the left side of your body. continue alternating sides for the desired number of repetitions.",https://v2.exercisedb.io/image/hOjm4Tt7MAeZAV
1302,weighted seated bicep curl (on stability ball),upper arms,medicine ball,biceps,forearms,elbow_flexion,yes,"sit on a stability ball with your feet flat on the ground and your back straight. hold a medicine ball with an underhand grip, palms facing up, and let your arms hang down by your sides. keeping your upper arms stationary, exhale and curl the medicine ball up towards your shoulders. pause for a moment at the top, squeezing your biceps. inhale and slowly lower the medicine ball back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/ehohYaVQVFVGiF
